año_mes,tva,tipo_costo,valor_costo
2023-05-01,auto_cleas_si,cm_hs_pint,3600.88
2023-06-01,auto_cleas_si,cm_hs_pint,3907.03
2023-07-01,auto_cleas_si,cm_hs_pint,4329.49
2023-08-01,auto_cleas_si,cm_hs_pint,4710.14
2023-09-01,auto_cleas_si,cm_hs_pint,5208.27
2023-10-01,auto_cleas_si,cm_hs_pint,5682.33
2023-11-01,auto_cleas_si,cm_hs_pint,6327.56
2023-12-01,auto_cleas_si,cm_hs_pint,7041.08
2024-01-01,auto_cleas_si,cm_hs_pint,7761.14
2024-02-01,auto_cleas_si,cm_hs_pint,8951.74
2024-03-01,auto_cleas_si,cm_hs_pint,10039.17
2024-04-01,auto_cleas_si,cm_hs_pint,11718.96
2024-05-01,auto_cleas_si,cm_hs_pint,12781.4
2024-06-01,auto_cleas_si,cm_hs_pint,13699.02
2024-07-01,auto_cleas_si,cm_hs_pint,14188.4
2024-08-01,auto_cleas_si,cm_hs_pint,15110.74
2024-09-01,auto_cleas_si,cm_hs_pint,16386.62
2024-10-01,auto_cleas_si,cm_hs_pint,16991.87
2024-11-01,auto_cleas_si,cm_hs_pint,18096.03
2024-12-01,auto_cleas_si,cm_hs_pint,18322.23
2025-01-01,auto_cleas_si,cm_hs_pint,19293.69
2025-02-01,auto_cleas_si,cm_hs_pint,19767.39
2025-03-01,auto_cleas_si,cm_hs_pint,20355.17
2025-04-01,auto_cleas_si,cm_hs_pint,21829.91
2025-05-01,auto_cleas_si,cm_hs_pint,22579.11
2025-06-01,auto_cleas_si,cm_hs_pint,23476.81
2025-07-01,auto_cleas_si,cm_hs_pint,24193.53
2023-01-01,auto_cleas_no,cm_hs_pint,2923.21
2023-02-01,auto_cleas_no,cm_hs_pint,3049.14
2023-03-01,auto_cleas_no,cm_hs_pint,3251.05
2023-04-01,auto_cleas_no,cm_hs_pint,3414.21
2023-05-01,auto_cleas_no,cm_hs_pint,3651.35
2023-06-01,auto_cleas_no,cm_hs_pint,3918.32
2023-07-01,auto_cleas_no,cm_hs_pint,4301.91
2023-08-01,auto_cleas_no,cm_hs_pint,4676.47
2023-09-01,auto_cleas_no,cm_hs_pint,5186.22
2023-10-01,auto_cleas_no,cm_hs_pint,5728.34
2023-11-01,auto_cleas_no,cm_hs_pint,6413.47
2023-12-01,auto_cleas_no,cm_hs_pint,7254.12
2024-01-01,auto_cleas_no,cm_hs_pint,8203.64
2024-02-01,auto_cleas_no,cm_hs_pint,9568.7
2024-03-01,auto_cleas_no,cm_hs_pint,10826.76
2024-04-01,auto_cleas_no,cm_hs_pint,12097.15
2024-05-01,auto_cleas_no,cm_hs_pint,13213.95
2024-06-01,auto_cleas_no,cm_hs_pint,14277.3
2024-07-01,auto_cleas_no,cm_hs_pint,15347.72
2024-08-01,auto_cleas_no,cm_hs_pint,16274.41
2024-09-01,auto_cleas_no,cm_hs_pint,17204.92
2024-10-01,auto_cleas_no,cm_hs_pint,17965.52
2024-11-01,auto_cleas_no,cm_hs_pint,18780.6
2024-12-01,auto_cleas_no,cm_hs_pint,19268.29
2025-01-01,auto_cleas_no,cm_hs_pint,20107.13
2025-02-01,auto_cleas_no,cm_hs_pint,21058.69
2025-03-01,auto_cleas_no,cm_hs_pint,22119.68
2025-04-01,auto_cleas_no,cm_hs_pint,22570.61
2025-05-01,auto_cleas_no,cm_hs_pint,23446.53
2025-06-01,auto_cleas_no,cm_hs_pint,24008.38
2025-07-01,auto_cleas_no,cm_hs_pint,24847.47
2023-01-01,camion_cleas_si,cm_hs_pint,2210.79
2023-02-01,camion_cleas_si,cm_hs_pint,
2023-03-01,camion_cleas_si,cm_hs_pint,1421.75
2023-04-01,camion_cleas_si,cm_hs_pint,2631.97
2023-05-01,camion_cleas_si,cm_hs_pint,65535.0
2023-06-01,camion_cleas_si,cm_hs_pint,5291.79
2023-07-01,camion_cleas_si,cm_hs_pint,6409.0
2023-08-01,camion_cleas_si,cm_hs_pint,3500.0
2023-09-01,camion_cleas_si,cm_hs_pint,3476.7
2023-10-01,camion_cleas_si,cm_hs_pint,6437.21
2023-11-01,camion_cleas_si,cm_hs_pint,1170.0
2023-12-01,camion_cleas_si,cm_hs_pint,
2024-01-01,camion_cleas_si,cm_hs_pint,
2024-02-01,camion_cleas_si,cm_hs_pint,65535.0
2024-03-01,camion_cleas_si,cm_hs_pint,65535.0
2024-04-01,camion_cleas_si,cm_hs_pint,9000.0
2024-05-01,camion_cleas_si,cm_hs_pint,12500.0
2024-06-01,camion_cleas_si,cm_hs_pint,
2024-07-01,camion_cleas_si,cm_hs_pint,16500.0
2024-08-01,camion_cleas_si,cm_hs_pint,45000.0
2024-09-01,camion_cleas_si,cm_hs_pint,6335.77
2024-10-01,camion_cleas_si,cm_hs_pint,21731.81
2024-11-01,camion_cleas_si,cm_hs_pint,20104.42
2024-12-01,camion_cleas_si,cm_hs_pint,17746.17
2025-01-01,camion_cleas_si,cm_hs_pint,18508.46
2025-02-01,camion_cleas_si,cm_hs_pint,24299.91
2025-03-01,camion_cleas_si,cm_hs_pint,26639.46
