nro_siniestro_gw,año_mes_fecha_pago,segmento,cobertura_principal,monto_transaccion,ipc_x_fecha_de_pago,pago_ipc,usd_blue_fp,pago_usd,marca_vehiculo,modelo_vehiculo,provincia,tv
4-3247641,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),193305,1.32,255959,1216,158,FIAT,PALIO,CORDOBA,Autos particulares
4-3150730,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),255640,1.71,438280,1119,228,CHEVROLET,MERIVA,CORDOBA,Autos particulares
4-3163237,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),280991,1.58,442808,1416,198,TOYOTA,COROLLA,CORDOBA,Autos particulares
4-3255330,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),293388,1.25,365730,1251,234,FIAT,ARGO,CORDOBA,Autos particulares
4-3151785,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),320413,1.71,549329,1119,286,VOLKSWAGEN,SURAN,CORDOBA,Autos particulares
4-3254561,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),100421,1.29,129850,1212,82,RENAULT,CLIO,CORDOBA,Autos particulares
4-3126570,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),454462,1.94,883377,1001,453,NISSAN,KICKS,CORDOBA,Autos particulares
4-3121966,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),169987,1.94,330417,1001,169,PEUGEOT,206,CORDOBA,Autos particulares
4-3253565,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),338123,1.21,410092,1263,267,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3255275,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),190000,1.25,236849,1251,151,FIAT,CRONOS,CORDOBA,Autos particulares
4-3256303,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),319220,1.29,412772,1212,263,TOYOTA,COROLLA,CORDOBA,Autos particulares
4-3291572,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),380991,1.19,455250,1162,327,PEUGEOT,208,CORDOBA,Autos particulares
4-3258743,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),312396,1.32,413650,1216,256,NISSAN,KICKS,CORDOBA,Autos particulares
4-3155581,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),257851,1.64,422722,1278,201,PEUGEOT,2008,CORDOBA,Autos particulares
4-3264804,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),262078,1.21,317860,1263,207,CHEVROLET,ONIX,CORDOBA,Autos particulares
4-3260457,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1244928,1.29,1609771,1212,1026,NISSAN,VERSA,CORDOBA,Autos particulares
4-3258025,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),242289,1.25,302031,1251,193,FIAT,IDEA,CORDOBA,Autos particulares
4-3270893,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),41510,1.25,51745,1251,33,RENAULT,CLIO,CORDOBA,Autos particulares
4-3279676,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),673553,1.21,816917,1263,532,TOYOTA,YARIS,CORDOBA,Autos particulares
4-3270982,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),196033,1.25,244369,1251,156,FORD,FIESTA,CORDOBA,Autos particulares
4-3273456,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),281210,1.21,341064,1263,222,TOYOTA,COROLLA,CORDOBA,Autos particulares
4-3311014,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),190248,1.13,215490,1329,143,FIAT,GRAND SIENA,CORDOBA,Autos particulares
4-3270051,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),166115,1.25,207075,1251,132,FIAT,PALIO,CORDOBA,Autos particulares
4-3276367,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),547489,1.25,682486,1251,437,FORD,FIESTA,CORDOBA,Autos particulares
4-3275526,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),140495,1.25,175138,1251,112,RENAULT,CLIO,CORDOBA,Autos particulares
4-3280446,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),143443,1.21,173974,1263,113,FIAT,QUBO,CORDOBA,Autos particulares
4-3275681,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),619700,1.21,751601,1263,490,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3294278,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),433851,1.19,518413,1162,373,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3288449,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),627107,1.18,737399,1181,530,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3283023,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),462000,1.21,560335,1263,365,PEUGEOT,3008,CORDOBA,Autos particulares
4-3321788,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),470000,1.15,542346,1282,366,CHEVROLET,CRUZE,CORDOBA,Autos particulares
4-3292416,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),146033,1.19,174496,1162,125,VOLKSWAGEN,UP,CORDOBA,Autos particulares
4-3312309,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),865000,1.15,998149,1282,674,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3286824,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),322231,1.21,390817,1263,254,PEUGEOT,308,CORDOBA,Autos particulares
4-3346641,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),346945,1.11,384987,1406,246,FORD,FOCUS,CORDOBA,Autos particulares
4-3303779,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1037136,1.19,1239285,1162,892,CHEVROLET,PRISMA,CORDOBA,Autos particulares
4-3302220,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),601570,1.19,718822,1162,517,FORD,FIESTA,CORDOBA,Autos particulares
4-3300575,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),209887,1.18,246800,1181,177,CITROEN,C 4,CORDOBA,Autos particulares
4-3304849,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),174380,1.18,205049,1181,147,VOLKSWAGEN,UP,CORDOBA,Autos particulares
4-3305063,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),496000,1.15,572349,1282,386,CHRYSLER,JEEP RENEGADE,CORDOBA,Autos particulares
4-3299990,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),378512,1.19,452287,1162,325,FORD,RANGER,CORDOBA,Autos particulares
4-3309557,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),45000,1.13,50970,1329,33,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3310622,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),146115,1.15,168607,1282,113,RENAULT,KWID,CORDOBA,Autos particulares
4-3315908,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),147421,1.15,170114,1282,114,RENAULT,LOGAN,CORDOBA,Autos particulares
4-3323048,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),114950,1.15,132644,1282,89,VOLKSWAGEN,GOL,CORDOBA,Autos particulares
4-3311268,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),297520,1.18,349846,1181,251,TOYOTA,COROLLA,CORDOBA,Autos particulares
4-3327108,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),826446,1.13,936101,1329,621,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3351022,2025-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),260370,1.08,282307,1463,177,FORD,RANGER,CORDOBA,Autos particulares
4-3328740,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),685000,1.13,775887,1329,515,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3328744,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),162000,1.13,183494,1329,121,PEUGEOT,301,CORDOBA,Autos particulares
4-3328700,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),327636,1.13,371108,1329,246,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3343767,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),228099,1.11,253109,1406,162,TOYOTA,ETIOS,CORDOBA,Autos particulares
4-3334668,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),352892,1.15,407213,1282,275,TOYOTA,COROLLA,CORDOBA,Autos particulares
4-3338419,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),280991,1.15,324244,1282,219,TOYOTA,COROLLA,CORDOBA,Autos particulares
4-3337138,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),724000,1.11,803384,1406,514,PEUGEOT,208,CORDOBA,Autos particulares
4-3344654,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),633057,1.11,702470,1406,449,NISSAN,PICK-UP,CORDOBA,Autos particulares
4-3348310,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),490000,1.11,543727,1406,348,NISSAN,PICK-UP,CORDOBA,Autos particulares
4-3349343,2025-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),297880,1.08,322977,1463,203,RENAULT,DUSTER,CORDOBA,Autos particulares
4-3169106,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),130578,1.58,205776,1416,92,PEUGEOT,PARTNER,CORDOBA,Autos particulares
4-3191454,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),448000,1.46,654995,1243,360,CITROEN,C 4 CACTUS,CORDOBA,Autos particulares
4-3196045,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),156173,1.46,228332,1243,125,PEUGEOT,PARTNER,CORDOBA,Autos particulares
4-3163858,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),392130,1.58,617950,1416,276,HONDA,CRV,CORDOBA,Autos particulares
4-3127202,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),498899,1.79,891054,1004,496,CHEVROLET,CRUZE,CORDOBA,Autos particulares
4-3344331,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),560000,1.11,621402,1406,398,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3178968,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),428925,1.51,648862,1340,319,FIAT,DOBLO,CORDOBA,Autos particulares
4-3213853,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Camiones),785950,1.39,1092464,1124,699,VOLVO CAMION,FM,ENTRE RIOS,Camiones
4-3310968,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),650008,1.18,764327,1181,549,TOYOTA,HILUX,ENTRE RIOS,Autos particulares
4-3328209,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),378512,1.13,428734,1329,284,CHEVROLET,PICK-UP S-10,ENTRE RIOS,Autos particulares
4-3358940,2025-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),111642,1.08,121048,1463,76,FORD,FIESTA,ENTRE RIOS,Autos particulares
4-3306544,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),125289,1.15,144575,1282,97,PEUGEOT,PARTNER,ENTRE RIOS,Autos particulares
4-3294709,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),891000,1.19,1064665,1162,766,TOYOTA,HILUX,ENTRE RIOS,Autos particulares
4-3190663,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),165788,1.42,236035,1201,138,CHEVROLET,PRISMA,ENTRE RIOS,Autos particulares
4-3183720,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),113850,1.51,172228,1340,84,RENAULT,CLIO,ENTRE RIOS,Autos particulares
4-3259401,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),87399,1.29,113012,1212,72,VOLKSWAGEN,UP,ENTRE RIOS,Autos particulares
4-3200339,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),165289,1.42,235325,1201,137,FORD,KA,ENTRE RIOS,Autos particulares
4-3165566,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),398771,1.58,628416,1416,281,FORD,RANGER,ENTRE RIOS,Autos particulares
4-3309260,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),478099,1.15,551692,1282,372,TOYOTA,HILUX,ENTRE RIOS,Autos particulares
4-3269343,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),367768,1.25,458450,1251,293,TOYOTA,HILUX,ENTRE RIOS,Autos particulares
4-3149472,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),518417,1.71,888796,1119,463,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3212208,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),171983,1.39,239055,1124,153,RENAULT,LOGAN,CORDOBA,Autos particulares
4-3211123,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),149877,1.39,208327,1124,133,VOLKSWAGEN,SAVEIRO,CORDOBA,Autos particulares
4-3213075,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),353536,1.35,478473,1105,319,FIAT,TORO,CORDOBA,Autos particulares
4-3239915,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),333042,1.32,440986,1216,273,FORD,ECO SPORT,CORDOBA,Autos particulares
4-3117567,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),386913,2.16,834876,1081,357,CHEVROLET,PICK-UP S-10,CORDOBA,Autos particulares
4-3336302,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),396694,1.13,449328,1329,298,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3140194,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),422004,1.79,753716,1004,420,FORD,RANGER,CORDOBA,Autos particulares
4-3307975,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),299553,1.18,352236,1181,253,TOYOTA,COROLLA,CORDOBA,Autos particulares
4-3149067,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1221927,1.64,2003232,1278,955,CHEVROLET,PICK-UP SILVERADO,CORDOBA,Autos particulares
4-3238224,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),661983,1.32,876544,1216,544,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3111655,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),469834,1.94,913257,1001,469,FORD,RANGER,CORDOBA,Autos particulares
4-3114508,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),409998,1.94,796947,1001,409,CHEVROLET,CAPTIVA,CORDOBA,Autos particulares
4-3119755,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),701066,1.79,1252133,1004,697,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3122026,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),249223,1.94,484435,1001,248,FORD,ECO SPORT,CORDOBA,Autos particulares
4-3149132,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),417016,1.71,714950,1119,372,TOYOTA,COROLLA,CORDOBA,Autos particulares
4-3132612,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),219887,1.79,392727,1004,218,VOLKSWAGEN,SAVEIRO,CORDOBA,Autos particulares
4-3150199,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),771322,1.46,1127706,1243,620,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3174218,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),142561,1.58,224660,1416,100,RENAULT,KANGOO,CORDOBA,Autos particulares
4-3265728,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),416694,1.25,519440,1251,332,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3217040,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),252066,1.35,341145,1105,228,FIAT,TORO,CORDOBA,Autos particulares
4-3264531,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),330495,1.29,427352,1212,272,RENAULT,DUSTER,CORDOBA,Autos particulares
4-3200160,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),206528,1.46,301954,1243,166,PEUGEOT,206,CORDOBA,Autos particulares
4-3299570,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),110330,1.11,122428,1406,78,FORD,KA,CORDOBA,Autos particulares
4-3135821,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),785831,1.71,1347261,1119,701,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3310606,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),187169,1.15,215980,1282,145,FIAT,FIORINO,CORDOBA,Autos particulares
4-3259202,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),355000,1.29,459037,1212,292,RENAULT,OROCH,CORDOBA,Autos particulares
4-3280791,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),288132,1.21,349460,1263,227,CHEVROLET,PICK-UP S-10,CORDOBA,Autos particulares
4-3288523,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),567303,1.19,677876,1162,488,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3182698,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),610000,1.51,922786,1340,454,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3209082,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),870000,1.42,1238637,1201,724,CHRYSLER,RAM,CORDOBA,Autos particulares
4-3239763,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),633000,1.32,838166,1216,520,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3145248,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),673000,1.64,1103319,1278,526,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3249270,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),597594,1.25,744945,1251,477,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3148147,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Camiones),643271,1.71,1102850,1119,574,VOLKSWAGEN CAM.,9150,CORDOBA,Camiones
4-3107095,2024-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),369206,2.44,902154,1141,323,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3237550,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),703000,1.29,909023,1212,579,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3153388,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),217975,1.64,357349,1278,170,CHEVROLET,CORSA,CORDOBA,Autos particulares
4-3345532,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),398000,1.11,441639,1406,282,FIAT,ARGO,CORDOBA,Autos particulares
4-3180028,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1545454,1.46,2259522,1243,1243,FORD,RANGER,CORDOBA,Autos particulares
4-3129186,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1114876,1.11,1237118,1406,792,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3137372,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),472947,1.79,844703,1004,470,RENAULT,CAPTUR,CORDOBA,Autos particulares
4-3207970,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),333233,1.42,474430,1201,277,CHEVROLET,PICK-UP S-10,CORDOBA,Autos particulares
4-3232874,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),389927,1.32,516309,1216,320,FORD,RANGER,CORDOBA,Autos particulares
4-3186248,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),358884,1.51,542907,1340,267,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3108265,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),365999,2.16,789748,1081,338,FORD,RANGER,CORDOBA,Autos particulares
4-3119141,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),388987,1.94,756106,1001,388,FIAT,STRADA,CORDOBA,Autos particulares
4-3148831,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),525000,1.71,900081,1119,468,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3180582,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),132539,1.51,200500,1340,98,FIAT,FIORINO,CORDOBA,Autos particulares
4-3172666,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),276033,1.58,434995,1416,194,PEUGEOT,408,CORDOBA,Autos particulares
4-3224914,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),784801,1.32,1039169,1216,644,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3179624,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),809834,1.51,1225089,1340,604,CHEVROLET,TRACKER,CORDOBA,Autos particulares
4-3184570,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),399877,1.46,584637,1243,321,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3324766,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),991735,1.15,1144393,1282,773,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3143635,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),418028,1.71,716686,1119,373,FIAT,TORO,CORDOBA,Autos particulares
4-3123670,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),464628,1.58,732199,1416,328,FORD,RANGER,CORDOBA,Autos particulares
4-3134232,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),479223,1.79,855912,1004,476,FORD,F-100,CORDOBA,Autos particulares
4-3100786,2023-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),414132,2.95,1220531,965,428,CHEVROLET,ZAFIRA,CORDOBA,Autos particulares
4-3202542,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),158053,1.42,225024,1201,131,FORD,FIESTA,CORDOBA,Autos particulares
4-3184205,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),652892,1.46,954557,1243,525,VOLKSWAGEN,AMAROK,CORDOBA,Autos particulares
4-3237396,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),39765,1.32,52653,1216,32,CHRYSLER,JEEP RENEGADE,CORDOBA,Autos particulares
4-3208632,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),270521,1.39,376022,1124,240,NISSAN,KICKS,CORDOBA,Autos particulares
4-3140567,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),395128,1.79,705715,1004,393,TOYOTA,HILUX,CORDOBA,Autos particulares
4-3190949,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Camiones),644628,1.19,770272,1162,554,GROSS,GROSS,CORRIENTES,Camiones
4-3115190,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),210457,1.79,375886,1004,209,FORD,KA,CORRIENTES,Autos particulares
4-3116811,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),470082,2.16,1014338,1081,434,NISSAN,PICK-UP,CORRIENTES,Autos particulares
4-3119776,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),883876,1.39,1228580,1124,786,FORD,FIESTA,CORRIENTES,Autos particulares
4-3142633,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),370247,1.71,634766,1119,330,TOYOTA,COROLLA,CORRIENTES,Autos particulares
4-3188519,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),160778,1.51,243220,1340,119,CHEVROLET,AGILE,CORRIENTES,Autos particulares
4-3203921,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),670795,1.42,955026,1201,558,TOYOTA,SW4,CORRIENTES,Autos particulares
4-3186783,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),169256,1.46,247459,1243,136,VOLKSWAGEN,GOL,CORRIENTES,Autos particulares
4-3345524,2025-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),265916,1.08,288321,1463,181,RENAULT,CLIO,CORRIENTES,Autos particulares
4-3242648,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),799000,1.32,1057970,1216,656,VOLKSWAGEN,AMAROK,CORRIENTES,Autos particulares
4-3268575,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),365930,1.21,443817,1263,289,TOYOTA,HILUX,CORRIENTES,Autos particulares
4-3110181,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),730559,1.79,1304810,1004,727,TOYOTA,HILUX,CORRIENTES,Autos particulares
4-3176461,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),785919,1.42,1118929,1201,654,CHRYSLER,JEEP RENEGADE,CORRIENTES,Autos particulares
4-3140550,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),373111,1.71,639677,1119,333,CHEVROLET,PICK-UP S-10,CORRIENTES,Autos particulares
4-3253528,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),572038,1.29,739682,1212,471,CHEVROLET,TRACKER,CORRIENTES,Autos particulares
4-3274205,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1016528,1.25,1267179,1251,812,VOLKSWAGEN,AMAROK,CORRIENTES,Autos particulares
4-3155226,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Camiones),1906260,1.71,3268171,1119,1702,HERMANN,HERMANN,CORRIENTES,Camiones
4-3263779,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),369008,1.25,459996,1251,294,TOYOTA,HILUX,CORRIENTES,Autos particulares
4-3259121,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),493000,1.25,614561,1251,393,RENAULT,ALASKAN,CORRIENTES,Autos particulares
4-3134270,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),247000,1.79,441152,1004,245,PEUGEOT,PARTNER,ENTRE RIOS,Autos particulares
4-3257599,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),130000,1.29,168098,1212,107,VOLKSWAGEN,GOL,ENTRE RIOS,Autos particulares
4-3220080,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Camiones),145507,1.39,202253,1124,129,MERCEDES BENZ CAMION,ACTROS,ENTRE RIOS,Camiones
4-3116199,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),412058,1.79,735954,1004,410,FORD,FOCUS,JUJUY,Autos particulares
4-3306549,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),355000,1.15,409645,1282,276,TOYOTA,HILUX,JUJUY,Autos particulares
4-3214480,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),416000,1.25,518575,1251,332,CHEVROLET,PICK-UP S-10,JUJUY,Autos particulares
4-3341374,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),610308,1.13,691286,1329,459,TOYOTA,HILUX,JUJUY,Autos particulares
